32785: n#6418901;n#6420678;n#6418693;
46766: n#5554405;n#5553288;n#5552607;
46768: n#2370360;n#5554653;n#14855724;
46769: n#13528100;n#13534954;n#11496881;
46770: n#4587648;n#4588739;n#4588365;
46771: n#3211789;n#4588365;n#4587648;
46772: n#4588587;n#15269513;n#6858779;
46773: n#4587648;n#4588739;n#4588365;
46774: n#3493792;n#3493664;n#3493333;
46776: n#3493333;n#3493792;n#3493664;
46777: n#3493333;n#3493792;n#3619396;
46779: n#3343853;n#3467984;n#4090263;
46782: n#6400271;n#3895293;n#22903;
46783: n#3895293;n#5248181;n#6400271;
46791: n#5651399;n#5935060;n#5760202;
46795: v#1640855;v#2563860;v#2563327;
46800: n#6662193;a#3022917;n#1239717;
46803: n#13748246;n#490350;s#2188431;
46804: n#490350;n#13748246;s#2188431;
46805: n#13748367;n#4502851;s#2188525;
46806: n#13748493;s#2188620;s#2187606;
46807: n#13748622;s#2188720;n#6833776;
46808: n#13748763;s#2188817;
46809: n#13748890;s#2188913;
46810: n#13749017;s#2189008;n#13748128;
46811: n#13749146;s#2189108;s#2205610;
46812: n#13749278;s#2189209;n#13748246;
46813: n#10076033;s#1201937;n#10182913;
46814: s#968010;s#608791;a#967129;
46816: n#10076033;s#1201937;n#10182913;
46823: n#479440;n#3482877;n#5564590;
46824: s#1269506;a#1269073;s#2301338;
46825: s#1269506;a#1269073;s#10726;
46829: s#1534858;s#1511520;n#8569165;
46832: n#5098099;n#8569165;s#1511520;
46833: n#5098099;n#8569165;s#1511520;
46838: n#8516584;n#5534333;n#5298988;
46841: n#945401;n#13553560;n#5770058;
46842: n#945401;n#13553560;n#5770058;
46843: n#8319198;n#492497;n#7141437;
46844: n#7315790;n#14449865;n#14039534;
46849: n#6421301;n#6421685;n#6417598;
46852: n#217773;n#4118635;n#7335243;
46853: n#217773;n#4118635;n#7335243;
46854: v#2558951;v#1564144;n#217773;
46860: s#2548820;n#14535905;s#2549393;
46861: s#2548820;n#5714894;n#11482706;
46862: v#2191311;n#5714894;v#390560;
46863: v#2191311;v#390215;v#390560;
46864: n#9691279;a#3045750;n#6940290;
46865: a#3045750;n#9691279;n#6940290;
46868: n#3161725;n#3161450;n#1145905;
46869: n#9691604;a#2961099;
46870: a#2961099;n#9691604;n#8625846;
46872: n#903559;n#13536794;n#3925226;
46876: n#7683138;n#10299250;n#10186774;
46877: n#7991169;n#7990956;n#13774404;
46878: n#7991169;n#7990956;n#8274565;
46879: n#13774404;n#7991169;n#8182379;
46882: n#4915866;n#6721813;n#4838210;
46892: r#43003;r#43436;r#43521;
46893: r#43003;r#43521;r#43436;
46903: n#6960566;a#2957823;n#6960778;
46905: n#5651971;n#5677504;n#6602472;
46907: n#6602472;n#5651971;n#5677504;
46908: n#6602472;n#5651971;n#5677504;
46911: v#589469;v#2106506;v#2110552;
46915: a#2200035;n#13597280;a#2996466;
46919: n#6606191;n#4959230;n#4181983;
46920: s#1726235;s#886253;a#885695;
46921: n#14911704;n#106272;n#106104;
46922: n#14911704;v#1514126;v#1512625;
46923: n#106272;n#568430;n#8186047;
46925: n#1212519;n#1215902;n#198451;
46927: n#5069199;n#9437454;n#5068461;
46928: n#4985198;n#106272;n#14911704;
46929: n#106272;n#106104;n#14911704;
46930: v#1512625;n#106272;v#1507143;
46931: v#1512625;v#1507143;v#1508368;
46932: v#1512625;n#106104;n#106272;
46934: v#1514126;n#106272;v#1567275;
46935: v#1512625;n#106272;v#1509079;
46937: v#2037090;v#1509079;n#106104;
46941: s#2325816;n#10603528;a#1992149;
46942: n#7802026;n#6632511;n#790347;
46946: n#8456993;n#13968547;n#8106934;
46947: n#8456993;n#13968547;n#8106934;
46948: n#7168623;n#8456993;n#8106934;
46949: n#6529219;n#7279687;n#7168623;
46950: n#8106934;n#8456993;n#13968547;
46951: n#8106934;n#8456993;n#13968547;
46956: v#276883;v#745499;v#746718;
46957: v#276883;v#745499;v#746718;
46958: v#747135;v#746718;v#745499;
46959: v#745499;v#746718;v#747135;
46975: n#6272803;v#789448;n#7120524;
46976: n#7190693;v#753881;v#2487573;
46977: n#7120524;n#6272803;n#6198505;
46978: n#6796642;n#6198505;n#6272803;
46979: n#6582761;n#6272803;n#7190693;
46981: v#753881;v#913065;v#789448;
46982: v#913065;n#7120524;v#912473;
46983: v#789448;v#753881;v#2180898;
46984: v#2487573;n#7190693;v#913065;
46985: v#1028748;
46986: v#792471;v#1028748;v#2300060;
46987: v#1508884;v#1103836;v#466484;
47017: n#5967977;n#99951;n#14407536;
47018: n#99951;n#5967977;s#1576071;
47019: n#5967977;n#99951;s#1576071;
47020: n#5967977;n#99951;s#1576071;
47042: s#1576071;n#5967977;n#99951;
47046: n#6497459;n#5872742;n#5871362;
47047: n#6497459;n#5872742;n#5871362;
47048: n#6497459;n#5872742;n#5871362;
47051: n#2808440;n#2807731;n#2806530;
47052: n#2807731;n#257770;n#2808440;
47053: n#257770;n#2807731;n#2806530;
47054: n#13639147;n#5304932;n#8010191;
47060: v#1370561;v#1835496;
47061: v#1371756;v#1370561;v#1134781;
47063: n#136329;n#336805;n#5827509;
47068: v#358431;n#7355491;v#354845;
47074: n#4072551;n#5197574;v#1858362;
47075: v#2431971;v#1930874;n#8010191;
47077: n#6604548;n#3689443;n#6761798;
47078: n#3689443;n#6604548;n#3130340;
47094: v#1116585;v#2618149;v#2705132;
47097: n#7669891;n#10158139;v#1751173;
47113: a#136354;s#929916;n#5176082;
47116: v#1212572;v#737476;v#1213614;
47117: n#9879144;n#64504;n#133338;
47118: v#209837;v#399553;v#210259;
47123: n#871862;n#360757;n#351638;
47125: n#385791;n#397953;n#870912;
47126: n#5867413;n#13809207;n#1085098;
47127: n#870912;n#385791;n#397953;
47128: n#870912;n#385791;n#5867413;
47129: n#8213205;n#8220714;n#5867413;
47130: n#8213205;n#8239808;n#8220714;
47132: n#10601451;n#10127273;n#10601526;
47136: n#10100761;a#439588;n#10197525;
47138: n#15156424;n#15166462;n#2678738;
47139: s#2500590;a#1086545;v#2478059;
47140: n#13910116;a#1086545;n#14455700;
47157: n#4389033;n#4388743;n#3886053;
47158: n#4389033;n#3886053;n#4388743;
47161: n#4549629;n#2809364;n#5604254;
47163: n#3106110;n#3106898;n#3106722;
47164: n#2934168;n#2933842;n#1124794;
47169: n#13743605;n#7985628;n#7976936;
47170: n#11518330;n#13799392;n#7415167;
47171: n#7368646;v#2158340;n#13983515;
47182: n#15271008;n#1063578;n#1062997;
47183: n#7386821;v#1055018;n#7377682;
47184: v#1055018;n#7386821;v#912833;
47187: n#6834138;n#7329169;s#1276482;
47188: n#6834245;n#11832108;v#1576478;
47189: n#6834351;n#6857487;n#5128096;
47190: n#14685768;n#7928696;n#3066743;
47203: n#7197021;n#1006675;n#791078;
47239: n#6834458;n#9264803;v#2450256;
47240: n#6834565;n#6836165;n#13809920;
47246: n#7922764;n#7601999;n#7755089;
47247: n#6834674;n#6833890;n#6834885;
47250: a#1569965;a#1577771;s#74594;
47251: a#1577771;a#1569965;s#1595050;
47252: s#1595050;a#1569965;s#74594;
47255: n#3733281;n#5321307;n#5685879;
47258: n#4446276;n#3371875;n#4553920;
47260: a#2757316;n#4693804;n#6594505;
47294: s#1968165;n#6267564;r#81486;
47295: r#81486;s#1968165;n#6267564;
47296: n#6267564;s#1674242;
47297: n#9989502;n#9990415;n#9834592;
47298: n#15168790;v#528836;v#2609614;
47299: n#15168790;v#591755;v#2609614;
47301: n#15168790;n#7326108;n#15267945;
47302: n#15168790;n#15267945;n#7326108;
47304: n#12469372;a#3023449;n#1481599;
47311: n#5833840;n#5836598;n#5982915;
47327: n#9704630;n#108181;n#8394922;
47328: n#9704630;n#108181;n#9704770;
47329: n#6834780;n#6778925;n#9679708;
47330: n#6834885;n#5554653;n#5554405;
47331: n#6834992;n#13773725;n#13625237;
47337: n#3772269;n#7606278;n#12855042;
47338: n#3772269;n#7606278;n#12855042;
47341: n#12855042;n#3772269;n#7606278;
47344: n#12855042;n#7606278;n#7819166;
47346: v#1639105;v#1396644;v#75421;
47347: n#13744304;n#3404449;s#2186665;
47349: a#3107801;n#5862501;n#6670240;
47351: a#658259;a#1417451;a#110497;
47352: a#657198;s#657804;n#13916721;
47353: a#657198;s#657804;a#3123830;
47355: n#3670849;n#4108268;n#3106110;
47356: n#8594286;n#8430568;n#8593924;
47357: n#8594286;n#2934168;n#4402057;
47358: n#4402057;n#8430568;n#9429387;
47359: n#8594286;n#2934168;n#4402057;
47360: n#7012534;n#4118776;
47361: n#7012534;n#6257569;n#4085181;
47362: n#4402057;n#8430568;n#5945642;
47363: n#7012534;n#6624161;n#8431437;
47364: n#2934168;n#1133281;
47365: n#8430203;n#7012534;n#8432345;
47366: n#8430203;n#8594286;n#2934168;
47368: n#8594286;n#4402057;n#8430568;
47370: n#8594286;n#2934168;n#4402057;
47372: n#8593924;n#8594286;n#8430568;
47373: n#2934168;n#8594286;n#8430568;
47374: n#4402057;
47376: n#7012534;n#4402057;n#5660268;
47377: n#4402057;
47378: n#8594286;n#13905792;n#6799897;
47380: n#7012534;n#1321579;
47382: n#4402057;
47384: n#3670849;n#3106110;n#13874927;
47386: n#3671272;n#7012534;n#4463679;
47387: n#2934168;n#8594286;n#4402057;
47389: n#8594286;n#2934168;n#4402057;
47391: n#4402057;v#1332730;v#2688794;
47395: n#4402057;
47400: n#13899200;n#4274530;n#13898899;
47401: n#13898899;n#13899200;n#4274530;
47402: n#14514039;n#5853100;n#13899200;
47403: n#13883885;n#13915999;n#13917690;
47406: v#1563005;v#1558440;n#9429387;
47407: n#7000195;v#1755137;n#6999802;
47411: n#2980625;v#2572119;n#1579410;
47412: n#2980625;n#4460130;n#2980441;
47413: n#1579410;n#2980625;v#2572119;
47415: v#2572119;n#1579410;v#2575082;
47416: n#7881800;n#7885223;n#748515;
47419: n#2834778;n#3790512;v#1935476;
47420: n#3790512;n#2834778;n#3769722;
47422: n#6933931;a#2965696;n#9734450;
47428: n#14349043;n#14173484;n#14173625;
47432: n#9726499;a#2966154;n#1794158;
47433: a#2966154;n#9726499;v#580720;
47438: n#3823540;n#387897;v#2276866;
47441: n#6277280;n#4405907;n#4493505;
47444: n#9762101;n#9762011;n#5695806;
47445: n#8453464;n#6534659;n#6534548;
47446: n#10437852;n#9762385;n#10484858;
47448: n#7974025;n#7997703;n#8238463;
47449: n#7974025;n#7997703;n#8238463;
47450: n#7974025;n#7997703;n#8238463;
47451: n#7974025;n#4815177;n#7997703;
47452: n#7974025;n#7997703;n#8238463;
47453: n#884466;n#8238463;n#7997703;
47454: n#7997703;n#7974025;n#8238463;
47455: n#7974025;n#7997703;n#8238463;
47456: n#7974025;n#8238463;n#8103777;
47457: n#7997703;n#7974025;n#8238463;
47460: n#8102555;n#8103635;n#13165815;
47462: n#8108972;n#6328643;n#5845013;
47463: n#8108972;n#6328643;n#5845013;
47465: n#739270;n#4665813;n#4664964;
47471: v#194170;v#1164906;n#5399034;
47472: v#194170;v#1164906;n#7844042;
47473: n#7844042;v#194373;v#1164906;
47474: n#7844042;v#194170;n#5399034;
47475: n#6539178;n#6668019;a#2779420;
47477: n#301192;n#302394;n#58743;
47480: n#1896031;n#342565;n#2468864;
47483: n#10384610;n#10004282;n#6702888;
47489: n#6841873;n#4159058;n#6794666;
47490: n#7489925;n#10368798;n#7490042;
47492: n#14797813;n#14633206;n#14814616;
47493: n#14797813;n#2961851;n#14633206;
47495: n#14797813;n#14633206;n#14814616;
47496: n#14797813;n#2961851;n#14633206;
47499: n#6828389;v#510869;n#9444100;
47501: n#6399995;n#6392935;v#1699539;
47502: n#13659604;n#3513627;n#6931605;
47506: n#6835098;n#3045337;n#2955767;
47515: r#257784;r#476680;n#13744044;
47516: r#118869;r#181342;r#118965;
47517: r#118965;r#118869;r#60632;
47518: r#181342;n#14105737;v#2153709;
47520: n#7752602;n#7751451;v#1321002;
47521: v#1321002;n#7751451;v#1320669;
47526: n#2935658;n#7929519;n#7929351;
47528: n#6835206;n#5233601;
47529: n#6835315;n#6868582;n#2390101;
47532: n#13265011;n#1086081;n#5624042;
47533: n#13265011;n#1086081;n#5624042;
47534: n#5624042;n#13265011;n#13270038;
47535: v#2200686;n#13265011;n#15032376;
47539: n#14875077;n#14686585;v#2237024;
47540: n#14686585;v#1762178;v#2338386;
47543: s#2075321;s#919984;s#1465668;
47544: a#620731;s#1752792;a#2319129;
47551: n#13724582;n#13724838;n#5403849;
47552: n#3160309;n#13659419;n#502952;
47553: n#6835525;n#13746672;s#2187379;
47554: s#1012990;a#1010862;n#13597444;
47563: n#14619225;n#14585519;a#610532;
47564: n#14619225;n#14585519;a#610532;
47611: n#13713633;n#14636523;v#698855;
47612: n#8497294;n#14514039;n#5128519;
47613: n#13651218;n#13655414;n#13660619;
47615: n#9804658;n#10142060;n#10038778;
47616: n#9804518;n#9804658;n#10474064;
47617: n#8557864;n#8558488;n#8556950;
47642: n#10076033;n#3030663;n#1334862;
47643: n#10076033;n#10182913;s#1201937;
47645: n#13623636;n#13693781;n#6357985;
47672: n#14768201;n#14629149;n#2673291;
47692: n#4439305;n#14641397;n#6832033;
47746: n#14652824;n#13646031;n#14659794;
47747: n#14659794;n#14652824;
47748: n#14660314;n#14840755;n#14660183;
47749: n#14660183;n#11669921;n#14660314;
47750: n#14660052;
47751: n#14659922;s#2191710;
47755: a#2960130;n#13831176;n#8697827;
47756: n#9730204;n#6953731;a#2960130;
47757: a#2960130;n#9730204;n#6953731;
47762: r#20759;r#20997;n#15211484;
47767: v#804139;v#2381397;v#797697;
47769: n#2951358;n#2843029;v#1947543;
47771: n#3609235;a#1409581;n#2951358;
47772: n#5194151;n#11414608;n#157081;
47774: n#4886881;n#4910684;n#14431902;
47775: n#14437552;n#6206800;n#14437386;
47776: v#694068;n#14437552;n#6206800;
47777: a#2887578;a#2135389;s#2132735;
47783: n#7995453;n#4146050;n#8276720;
47787: n#844254;n#7487695;n#5006898;
47788: n#846515;n#844254;v#1426397;
47791: n#845523;n#7134445;n#844254;
47797: n#4204347;n#2797295;n#4293450;
47799: a#1539225;s#2340458;a#1537885;
47800: n#749767;n#4879879;n#782072;
47809: n#6071722;
47811: n#1519873;n#13602526;n#1519719;
47813: n#3990474;n#3593526;n#3991062;
47816: n#3990834;n#2949691;n#12102133;
47821: n#6426279;n#6426655;n#15173479;
47823: n#1171644;n#3327234;n#14859100;
47830: n#13675218;n#13722340;n#13618629;
47838: n#14911704;v#1272457;n#10294602;
47839: n#14911704;n#14769465;v#1272457;
47840: n#14911704;n#14769465;v#1272457;
47841: n#10294602;n#14911704;n#14769465;
47842: v#1272457;n#14911704;n#14769465;
47843: n#10761190;n#7311115;n#9629752;
47845: n#6835630;n#5401229;
47851: n#2865665;n#2865931;n#204943;
47857: n#2866286;n#204943;n#2865665;
47863: n#4153751;n#10149867;n#846021;
47864: n#4153751;n#4154152;n#4154340;
47866: n#846021;v#1426397;v#1104624;
47867: v#1353169;v#1352996;v#1352806;
47868: v#1426397;v#1104624;n#846021;
47869: v#1104624;v#1426397;n#846021;
47870: n#4493381;n#2795169;n#13644522;
47884: n#4258982;n#9450163;n#7040939;
47885: n#5577190;n#4258982;n#17222;
47886: n#4258982;n#5577190;n#2663849;
47887: n#2663849;n#4258982;n#5577190;
47888: v#533403;n#2663849;n#4258982;
47889: n#5149325;n#13783816;n#720565;
47890: n#13783816;n#5149325;n#720565;
47891: n#7447261;n#13783816;n#720565;
47892: n#13783816;n#5149325;n#720565;
47894: n#13783816;n#5149325;n#720565;
47895: n#5149325;n#13783816;n#720565;
47896: n#5149325;n#13783816;n#720565;
47897: v#1525666;v#2670890;v#1096497;
47898: v#1525666;v#2670890;n#13783816;
47899: n#70965;n#6769392;n#72068;
47900: n#70965;n#14464203;
47901: n#9988063;n#10080869;n#14651708;
47902: n#9988063;n#14651708;n#13711303;
47903: n#6281594;n#14628494;n#2839910;
47905: n#13723470;n#13723712;n#13742358;
47907: n#3880531;n#2481629;n#7679356;
47910: s#517554;n#13736799;s#524496;
47914: n#13736799;n#15257829;s#524496;
47916: n#13736799;n#15257829;s#517554;
47919: n#14319684;n#4643397;v#106723;
47922: v#1827619;v#1827064;n#7549716;
47924: n#5534333;n#2983741;a#948670;
47925: n#2983741;n#5555917;n#5556943;
47927: n#2983741;v#1590747;n#5534333;
47929: n#5534333;n#2983741;v#1591012;
47931: n#6835845;n#6897797;n#8335414;
47934: n#2186153;n#2187150;n#5564590;
47936: r#12779;s#1048762;n#5142180;
47955: n#4572344;n#4572935;s#1048762;
47956: n#4572344;n#4572935;n#6675979;
47959: v#1991204;v#1990946;v#1838651;
47960: n#3904183;n#3137228;n#2391049;
47963: n#2183857;n#2185481;n#10792028;
47965: n#1767661;n#1767199;n#1769347;
47966: n#7436100;n#3387926;n#3595860;
47967: n#3595860;n#3606572;n#15183428;
47969: n#3595860;n#3387926;n#14925378;
47970: n#3595860;n#3387926;n#7436100;
47972: n#13649791;n#5567217;
47973: n#13649791;n#13317002;
47974: n#13649791;
47975: n#6334778;n#6334985;a#3036595;
47976: n#6334778;n#6334985;a#3036595;
47980: n#9638009;n#4266486;n#4266660;
47986: n#4451818;n#173761;n#3563967;
47987: n#4451818;n#173761;n#3574816;
47989: n#5526713;n#173761;n#9976551;
48009: n#4451818;v#1668603;v#515154;
48010: v#2338003;n#4451818;n#173761;
48018: n#2924116;n#6592844;n#2924713;
48021: n#6836599;n#7355014;n#6832680;
48023: n#3532342;n#3532672;n#13869547;
48024: n#3532342;n#13869547;v#1365709;
48030: v#1365709;v#1365549;v#1672490;
48031: v#1365709;v#1365549;v#1672490;
48032: n#111358;n#3532672;n#572285;
48033: n#111358;v#2023107;v#2248465;
48036: n#9229409;n#9448361;a#1905653;
48043: v#892315;v#892467;v#352826;
48048: n#10354898;a#1583040;a#2976525;
48053: n#1758308;n#6536853;n#1758510;
48059: n#6516955;n#551407;n#6536853;
48062: n#6516955;n#6517942;n#13929037;
48064: n#6516955;n#13393762;n#6536853;
48074: n#4309049;n#4310018;n#3789946;
48075: n#10057714;n#10279018;n#9615807;
48076: n#3345487;n#2727825;n#2960352;
48077: n#3596285;n#4498523;n#3834040;
48080: n#5279688;n#2469248;n#7661583;
48086: n#13753274;n#13776432;n#13752679;
48087: n#13753274;n#13752443;n#13752679;
48091: n#4603081;n#4202417;n#892254;
48092: v#2326355;v#2325968;n#892254;
48096: n#6337458;n#6337307;n#6333653;
48098: n#6961771;n#9709001;n#5258051;
48100: n#6961771;n#9709001;n#5258051;
48102: v#1338663;v#1359007;v#1430447;
48105: n#10433164;n#9826204;n#10433452;
48107: n#13777509;n#10433452;n#3328201;
48109: v#2440244;v#2376089;v#1999798;
48110: v#1941093;n#10433164;n#9826204;
48111: n#10433164;n#9826204;v#2531625;
48112: n#9906704;n#9906538;n#9762509;
48113: n#9906704;n#9762509;n#9906538;
48114: v#1149138;n#9906538;v#895304;
48116: s#2119716;a#1932973;a#1115349;
48117: a#1932973;s#2119716;a#43765;
48118: n#13729902;s#2119716;a#43765;
48120: a#1115349;a#1932973;s#2119716;
48121: a#1115349;s#2460964;s#2119716;
48122: a#1115349;a#1932973;s#2119716;
48124: n#13729902;n#13389577;a#43765;
48172: n#23271;n#5675130;n#13930245;
48174: n#9712090;a#2972821;n#6943221;
48175: n#9745834;a#3124392;n#3594734;
48176: a#1334398;s#1926089;s#1335458;
48177: a#1334398;s#1335458;s#1926089;
48178: a#1334398;s#2271052;s#1926089;
48179: v#632236;v#631737;v#633443;
48180: v#2381726;v#524682;v#632236;
48182: v#944924;v#636574;v#634472;
48183: s#2529581;s#887472;a#2529264;
48184: s#979366;a#976508;s#979697;
48185: s#979366;s#32733;s#978754;
48186: s#32733;s#979366;a#438707;
48187: s#32733;s#979366;s#1335903;
48193: a#2898584;r#512992;n#23271;
48197: n#4693900;n#13904843;n#14286549;
48198: n#13385216;n#7392982;n#13384877;
48199: s#667936;s#566342;a#1650401;
48202: n#9744679;n#2896442;
48203: v#126264;v#123170;v#115157;
48206: v#1666327;v#1666717;n#10689564;
48207: n#10689564;v#299580;v#150287;
48208: v#1013040;v#2405252;v#1500372;
48212: v#2290196;v#2646378;
48213: n#5405751;v#67545;n#11446459;
48214: v#67545;n#5405751;n#148653;
48215: n#5405751;n#621627;v#67545;
48216: n#5405751;n#621627;v#67545;
48218: n#14859344;n#14863521;n#612160;
48219: n#14859344;n#14863521;n#6604066;
48221: n#267522;n#1216191;n#13366311;
48224: s#1822563;a#1821266;a#44353;
48225: n#883297;n#5753564;n#4921900;
48226: n#5675905;n#5677952;n#9184136;
48227: n#5675130;n#5675905;n#23271;
48240: n#5708432;n#876874;n#5836468;
48241: n#5708432;n#5930136;n#876874;
48246: n#6501918;n#6727224;s#1618376;
48247: v#820976;n#6727224;n#6501918;
48249: a#2667741;n#5857459;n#6165000;
48250: a#2667741;n#5857459;n#3354903;
48251: n#618734;n#5662532;n#13405962;
48252: n#7846;n#10203839;a#493460;
48253: a#493460;s#2153174;s#729246;
48254: n#3182912;n#10010062;n#10126177;
48256: n#3384167;n#3383948;n#5597436;
48258: n#3383948;n#3384167;n#13914265;
48259: n#3383948;n#13914265;n#3384167;
48269: n#7560542;s#427644;s#1880071;
48271: n#2823124;n#945401;n#946650;
48275: n#13804375;n#6210171;n#5937524;
48276: n#13804375;n#6210171;n#6309684;
48277: n#13804375;n#6210171;n#5937524;
48291: n#15055181;v#2768579;v#1944976;
48295: a#2718497;a#2718719;r#123582;
48297: n#3659292;n#5385534;n#3138344;
48299: v#2499629;v#2500265;v#2553428;
48301: n#1160342;n#1189282;n#1161821;
48304: n#9539517;n#4399382;n#14681555;
48320: n#7752966;n#7744246;n#12805146;
48321: n#12805146;n#7744246;n#7752966;
48323: a#2970442;n#10350666;n#9716837;
48324: n#9717454;a#2970820;n#4525584;
48325: n#9717454;a#2970820;n#4525584;
48333: n#7228971;n#1208797;s#2548619;
48334: n#7228971;n#1208797;n#7504343;
48336: v#1162425;v#2052877;v#188949;
48337: v#1162425;v#2052877;n#948868;
48338: n#14857497;n#6611998;n#14857151;
48339: n#14857497;n#3754295;n#6611998;
48345: n#11704093;n#11703669;n#7816296;
48346: n#11704093;n#11703669;n#7816296;
48396: n#7535670;n#7536870;n#7536074;
48397: v#616857;v#800930;v#1059564;
48398: a#1074650;s#1075178;a#1246579;
48399: a#1074650;s#1075178;a#1246579;
48401: a#1074650;n#8397489;a#1077995;
48425: n#15137425;n#1065687;n#15137676;
48426: s#1940651;s#1835409;a#2783085;
48428: n#3647108;n#3850966;
48429: n#4807342;n#4807050;s#2585545;
48439: n#14382075;
48440: v#1256867;n#3191029;v#1138733;
48441: n#7152259;n#7152752;n#7152463;
48442: n#14539268;n#5697135;
48443: v#1621555;v#1752495;v#1752884;
48445: v#1621555;v#1627355;v#1629000;
48446: v#1752495;v#1621555;v#1739814;
48448: n#5687338;n#14410605;n#7289014;
48449: n#14410605;n#5687338;n#5814650;
48464: v#2204692;s#1768724;v#2203362;
48465: s#1768724;v#2204692;v#817311;
